Loi,Groupe,Député,Vote
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Rodrigo Arenas,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Clémentine Autain,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Ugo Bernalicis,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Christophe Bex,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Carlos Martens Bilongo,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Manuel Bompard,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Idir Boumertit,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Louis Boyard,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Aymeric Caron,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Sylvain Carrière,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Florian Chauche,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Sophia Chikirou,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Hadrien Clouet,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Éric Coquerel,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Alexis Corbière,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Jean-François Coulomme,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Catherine Couturier,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Hendrik Davi,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Sébastien Delogu,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Alma Dufour,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Karen Erodi,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Martine Etienne,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Emmanuel Fernandes,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Sylvie Ferrer,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Caroline Fiat,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Perceval Gaillard,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Raquel Garrido,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Clémence Guetté,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. David Guiraud,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Mathilde Hignet,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Rachel Keke,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Andy Kerbrat,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Bastien Lachaud,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Maxime Laisney,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Arnaud Le Gall,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Élise Leboucher,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Charlotte Leduc,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Jérôme Legavre,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Sarah Legrain,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Murielle Lepvraud,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Antoine Léaument,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. William Martinet,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Pascale Martin,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Élisa Martin,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Frédéric Mathieu,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Damien Maudet,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Marianne Maximi,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Manon Meunier,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Jean-Philippe Nilor,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Danièle Obono,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Nathalie Oziol,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Mathilde Panot,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. René Pilato,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. François Piquemal,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Thomas Portes,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Loïc Prud'homme,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Adrien Quatennens,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Jean-Hugues Ratenon,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Sébastien Rome,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. François Ruffin,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Aurélien Saintoul,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Michel Sala,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Danielle Simonnet,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Ersilia Soudais,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Anne Stambach-Terrenoir,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Andrée Taurinya,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Matthias Tavel,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,Mme Aurélie Trouvé,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Paul Vannier,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,La France insoumise - Nouvelle Union Populaire écologique et sociale,M. Léo Walter,Contre
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,Mme Emmanuelle Anthoine,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,Mme Valérie Bazin-Malgras,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Thibault Bazin,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,Mme Anne-Laure Blin,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,Mme Sylvie Bonnet,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,Mme Émilie Bonnivard,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Jean-Yves Bony,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Ian Boucard,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Jean-Luc Bourgeaux,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Xavier Breton,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Hubert Brigand,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Fabrice Brun,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Éric Ciotti,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Pierre Cordier,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,Mme Josiane Corneloup,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,Mme Christelle D'Intorni,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,Mme Marie-Christine Dalloz,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Vincent Descoeur,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Fabien Di Filippo,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Julien Dive,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Francis Dubois,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,Mme Virginie Duby-Muller,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Pierre-Henri Dumont,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Nicolas Forissier,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Jean-Jacques Gaultier,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,Mme Annie Genevard,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Philippe Gosselin,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,Mme Justine Gruet,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Victor Habert-Dassault,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Meyer Habib,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Michel Herbillon,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Patrick Hetzel,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Philippe Juvin,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Mansour Kamardine,Pour
Analyse du scrutin n°3213 - 16e législature - Assemblée nationale,Les Républicains,M. Marc Le Fur,Pour
